user,song,rating
user15,Digum_jorshi_tamang_song_aug7.wav,3
user15,Aappa_Aamma_aug13.wav,5
user15,Sang_Lene_Chalu_Humro_aug0.wav,5
user16,Sirsaya_Hegu_Original_aug14.wav,5
user16,Sang_Lene_Chalu_Humro_aug2.wav,5
user16,Digum_jorshi_tamang_song_aug9.wav,4
user16,Maya_Vanda_thulo_jaat_hainah_aug11.wav,5
user16,Aappa_Aamma_aug6.wav,3
user16,New_Tamang_Selo_Song_aug6.wav,5
user16,OH_MAICHA_aug10.wav,3
user17,Hamar_Manak_gaam_me_aug8.wav,3
user17,Sirsaya_Hegu_Original_aug2.wav,5
user17,Maya_Vanda_thulo_jaat_hainah_aug1.wav,3
user17,Jehne_Kisori_Mori_Tehne_Kisore_aug9.wav,3
user17,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug15.wav,5
user17,Aappa_Aamma_aug11.wav,3
user17,Jehne_Kisori_Mori_Tehne_Kisore_aug11.wav,4
user17,JOJOLAPA_aug0.wav,3
user17,Sirsaya_Hegu_Original_aug7.wav,3
user17,Jigu_Baisha_aug0.wav,3
user17,Aananda_aug9.wav,5
user18,OH_MAICHA_aug10.wav,4
user18,Aila_Luwaya_aug18.wav,4
user18,Hamar_Manak_gaam_me_aug11.wav,3
user18,Thorang_Tama_aug7.wav,3
user18,Mohi_Lelkhin_Sajni_Mor_Manwa_aug9.wav,4
user18,Digum_jorshi_tamang_song_aug15.wav,4
user18,Thorang_Tama_aug17.wav,5
user18,Gade_Jeba_Jhame_aug14.wav,3
user18,Aila_Luwaya_aug17.wav,5
user18,Hamar_Manak_gaam_me_aug1.wav,4
user18,Gade_Jeba_Jhame_aug5.wav,4
user18,Hamar_Manak_gaam_me_aug14.wav,4
user18,Jigu_Baisha_aug10.wav,4
user19,Aila_Luwaya_aug17.wav,4
user19,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug18.wav,3
user19,Sirsaya_Hegu_Original_aug5.wav,3
user19,New_Tamang_Selo_Song_aug19.wav,5
user19,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug3.wav,3
user19,Maya_Vanda_thulo_jaat_hainah_aug10.wav,3
user19,Aila_Luwaya_aug6.wav,5
user19,Aananda_aug7.wav,5
user19,Hamar_Manak_gaam_me_aug14.wav,4
user19,OH_MAICHA_aug9.wav,5
user19,Maya_Vanda_thulo_jaat_hainah_aug5.wav,4
user19,Thorang_Tama_aug8.wav,4
user19,Maya_Vanda_thulo_jaat_hainah_aug6.wav,3
user19,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug2.wav,3
user20,Maya_Vanda_thulo_jaat_hainah_aug7.wav,5
user20,Maya_Vanda_thulo_jaat_hainah_aug12.wav,3
user20,New_Tamang_Selo_Song_aug4.wav,5
user20,Thorang_Tama_aug0.wav,4
user20,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug14.wav,5
user20,Gade_Jeba_Jhame_aug2.wav,3
user20,JOJOLAPA_aug19.wav,5
user20,Sirsaya_Hegu_Original_aug17.wav,3
user21,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug10.wav,4
user21,Sirsaya_Hegu_Original_aug18.wav,4
user21,Aananda_aug16.wav,5
user21,OH_MAICHA_aug2.wav,4
user21,Sirsaya_Hegu_Original_aug3.wav,4
user21,Aappa_Aamma_aug14.wav,3
user21,Sang_Lene_Chalu_Humro_aug19.wav,5
user21,Aananda_aug17.wav,5
user21,Aila_Luwaya_aug13.wav,5
user21,Hamar_Manak_gaam_me_aug7.wav,3
user21,Sang_Lene_Chalu_Humro_aug7.wav,5
user21,Aila_Luwaya_aug5.wav,3
user21,Jigu_Baisha_aug19.wav,4
user22,Aila_Luwaya_aug4.wav,5
user22,Aila_Luwaya_aug18.wav,5
user22,Thorang_Tama_aug17.wav,5
user22,Jehne_Kisori_Mori_Tehne_Kisore_aug4.wav,4
user22,Aananda_aug18.wav,3
user22,Sang_Lene_Chalu_Humro_aug17.wav,4
user22,New_Tamang_Selo_Song_aug3.wav,4
user22,Jehne_Kisori_Mori_Tehne_Kisore_aug8.wav,3
user22,New_Tamang_Selo_Song_aug4.wav,3
user22,Aila_Luwaya_aug2.wav,3
user22,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug2.wav,5
user22,Sirsaya_Hegu_Original_aug3.wav,3
user22,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug4.wav,3
user22,Thorang_Tama_aug19.wav,3
user22,Aappa_Aamma_aug3.wav,3
user23,Jigu_Baisha_aug19.wav,3
user23,JOJOLAPA_aug19.wav,5
user23,JOJOLAPA_aug4.wav,3
user23,Mohi_Lelkhin_Sajni_Mor_Manwa_aug14.wav,5
user23,Jigu_Baisha_aug7.wav,5
user23,Digum_jorshi_tamang_song_aug19.wav,4
user23,Aappa_Aamma_aug4.wav,5
user23,JOJOLAPA_aug7.wav,4
user24,Aila_Luwaya_aug14.wav,4
user24,OH_MAICHA_aug3.wav,5
user24,Jigu_Baisha_aug1.wav,4
user24,Aila_Luwaya_aug10.wav,3
user24,Aila_Luwaya_aug8.wav,4
user24,OH_MAICHA_aug2.wav,4
user24,New_Tamang_Selo_Song_aug10.wav,5
user24,New_Tamang_Selo_Song_aug11.wav,5
user24,Maya_Vanda_thulo_jaat_hainah_aug17.wav,4
user24,JOJOLAPA_aug6.wav,5
user24,Aappa_Aamma_aug8.wav,4
user24,Maya_Vanda_thulo_jaat_hainah_aug4.wav,4
user24,Thorang_Tama_aug19.wav,5
user25,Sang_Lene_Chalu_Humro_aug2.wav,3
user25,JOJOLAPA_aug11.wav,3
user25,Maya_Vanda_thulo_jaat_hainah_aug10.wav,5
user25,Aappa_Aamma_aug5.wav,3
user25,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug11.wav,4
user25,Digum_jorshi_tamang_song_aug11.wav,5
user25,Mohi_Lelkhin_Sajni_Mor_Manwa_aug0.wav,5
user25,Thorang_Tama_aug3.wav,3
user25,Sirsaya_Hegu_Original_aug7.wav,4
user25,Jigu_Baisha_aug19.wav,4
user25,Gade_Jeba_Jhame_aug2.wav,4
user26,Aappa_Aamma_aug16.wav,4
user26,Sang_Lene_Chalu_Humro_aug9.wav,4
user26,JOJOLAPA_aug12.wav,4
user26,Jigu_Baisha_aug12.wav,5
user26,Sang_Lene_Chalu_Humro_aug12.wav,3
user26,Mohi_Lelkhin_Sajni_Mor_Manwa_aug14.wav,5
user26,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug13.wav,4
user26,Thorang_Tama_aug3.wav,3
user26,Aappa_Aamma_aug8.wav,5
user26,Jehne_Kisori_Mori_Tehne_Kisore_aug10.wav,5
user27,Jehne_Kisori_Mori_Tehne_Kisore_aug14.wav,5
user27,Sirsaya_Hegu_Original_aug14.wav,3
user27,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug4.wav,4
user27,Jehne_Kisori_Mori_Tehne_Kisore_aug19.wav,4
user27,Jehne_Kisori_Mori_Tehne_Kisore_aug13.wav,3
user27,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug3.wav,5
user27,Jehne_Kisori_Mori_Tehne_Kisore_aug9.wav,5
user27,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug9.wav,3
user27,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug1.wav,5
user27,Jehne_Kisori_Mori_Tehne_Kisore_aug3.wav,5
user27,Aappa_Aamma_aug1.wav,5
user27,Sang_Lene_Chalu_Humro_aug0.wav,4
user27,Thorang_Tama_aug1.wav,5
user27,Maya_Vanda_thulo_jaat_hainah_aug17.wav,4
user28,Aappa_Aamma_aug12.wav,4
user28,Hamar_Manak_gaam_me_aug2.wav,4
user28,OH_MAICHA_aug15.wav,3
user28,Sang_Lene_Chalu_Humro_aug15.wav,4
user28,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug19.wav,3
user28,Thorang_Tama_aug10.wav,4
user28,Aananda_aug18.wav,4
user28,Aappa_Aamma_aug5.wav,3
user28,Jigu_Baisha_aug4.wav,3
user28,Aappa_Aamma_aug3.wav,3
user28,Aappa_Aamma_aug7.wav,5
user28,JOJOLAPA_aug6.wav,4
user28,Maya_Vanda_thulo_jaat_hainah_aug10.wav,5
user28,Mohi_Lelkhin_Sajni_Mor_Manwa_aug17.wav,3
user29,Maya_Vanda_thulo_jaat_hainah_aug7.wav,4
user29,Mohi_Lelkhin_Sajni_Mor_Manwa_aug7.wav,3
user29,Aappa_Aamma_aug8.wav,3
user29,Digum_jorshi_tamang_song_aug7.wav,5
user29,Gade_Jeba_Jhame_aug11.wav,4
user29,Digum_jorshi_tamang_song_aug18.wav,5
user29,OH_MAICHA_aug13.wav,5
user29,Aappa_Aamma_aug12.wav,4
user29,Mohi_Lelkhin_Sajni_Mor_Manwa_aug18.wav,4
user29,Thorang_Tama_aug8.wav,4
user29,Aappa_Aamma_aug3.wav,5
user29,Maya_Vanda_thulo_jaat_hainah_aug12.wav,4
user29,Aananda_aug18.wav,3
user30,OH_MAICHA_aug13.wav,4
user30,New_Tamang_Selo_Song_aug5.wav,5
user30,Maya_Vanda_thulo_jaat_hainah_aug6.wav,5
user30,Sang_Lene_Chalu_Humro_aug19.wav,5
user30,New_Tamang_Selo_Song_aug11.wav,3
user30,Gade_Jeba_Jhame_aug8.wav,3
user30,Jigu_Baisha_aug14.wav,5
user30,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug4.wav,3
user30,JOJOLAPA_aug3.wav,4
user30,New_Tamang_Selo_Song_aug3.wav,4
user30,Hamar_Manak_gaam_me_aug13.wav,5
user31,Gade_Jeba_Jhame_aug1.wav,4
user31,Sirsaya_Hegu_Original_aug12.wav,5
user31,Aananda_aug2.wav,5
user31,Maya_Vanda_thulo_jaat_hainah_aug0.wav,5
user31,Sang_Lene_Chalu_Humro_aug6.wav,4
user31,Aappa_Aamma_aug18.wav,5
user31,Aila_Luwaya_aug5.wav,4
user31,Gade_Jeba_Jhame_aug14.wav,5
user32,Gade_Jeba_Jhame_aug18.wav,5
user32,New_Tamang_Selo_Song_aug12.wav,3
user32,Jehne_Kisori_Mori_Tehne_Kisore_aug15.wav,4
user32,Aappa_Aamma_aug18.wav,5
user32,JOJOLAPA_aug16.wav,3
user32,Aila_Luwaya_aug13.wav,5
user32,Hamar_Manak_gaam_me_aug12.wav,5
user32,OH_MAICHA_aug15.wav,5
user32,Maya_Vanda_thulo_jaat_hainah_aug6.wav,5
user32,Hamar_Manak_gaam_me_aug3.wav,4
user32,Hamar_Manak_gaam_me_aug9.wav,4
user32,Aila_Luwaya_aug16.wav,3
user32,Mohi_Lelkhin_Sajni_Mor_Manwa_aug4.wav,4
user33,Mohi_Lelkhin_Sajni_Mor_Manwa_aug18.wav,5
user33,Jigu_Baisha_aug14.wav,4
user33,Mohi_Lelkhin_Sajni_Mor_Manwa_aug3.wav,3
user33,Aila_Luwaya_aug19.wav,5
user33,JOJOLAPA_aug12.wav,5
user33,JOJOLAPA_aug11.wav,3
user34,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug16.wav,3
user34,Aappa_Aamma_aug6.wav,4
user34,Aananda_aug14.wav,3
user34,Gade_Jeba_Jhame_aug16.wav,5
user34,New_Tamang_Selo_Song_aug17.wav,4
user34,New_Tamang_Selo_Song_aug10.wav,4
user34,New_Tamang_Selo_Song_aug8.wav,3
user34,JOJOLAPA_aug14.wav,3
user34,Aila_Luwaya_aug16.wav,4
user34,Mohi_Lelkhin_Sajni_Mor_Manwa_aug2.wav,5
user34,Maya_Vanda_thulo_jaat_hainah_aug9.wav,3
user34,Aappa_Aamma_aug3.wav,3
user34,Aananda_aug4.wav,3
user35,Digum_jorshi_tamang_song_aug6.wav,3
user35,Jigu_Baisha_aug6.wav,4
user35,Jehne_Kisori_Mori_Tehne_Kisore_aug4.wav,3
user35,New_Tamang_Selo_Song_aug9.wav,4
user35,JOJOLAPA_aug3.wav,4
user35,Hamar_Manak_gaam_me_aug10.wav,4
user35,Thorang_Tama_aug13.wav,5
user35,JOJOLAPA_aug4.wav,5
user35,Gade_Jeba_Jhame_aug18.wav,5
user35,Aananda_aug18.wav,3
user35,Digum_jorshi_tamang_song_aug0.wav,4
user35,OH_MAICHA_aug1.wav,3
user36,Aila_Luwaya_aug14.wav,4
user36,Jigu_Baisha_aug8.wav,5
user36,OH_MAICHA_aug19.wav,3
user36,Maya_Vanda_thulo_jaat_hainah_aug7.wav,5
user36,Jehne_Kisori_Mori_Tehne_Kisore_aug12.wav,4
user36,Gade_Jeba_Jhame_aug13.wav,5
user36,Mohi_Lelkhin_Sajni_Mor_Manwa_aug10.wav,3
user36,Aappa_Aamma_aug7.wav,4
user36,Aila_Luwaya_aug2.wav,3
user36,Thorang_Tama_aug7.wav,3
user36,Aila_Luwaya_aug6.wav,4
user36,Jigu_Baisha_aug5.wav,3
user36,OH_MAICHA_aug6.wav,4
user37,Gade_Jeba_Jhame_aug11.wav,4
user37,Jehne_Kisori_Mori_Tehne_Kisore_aug18.wav,4
user37,Aananda_aug1.wav,5
user37,Digum_jorshi_tamang_song_aug15.wav,3
user37,Maya_Vanda_thulo_jaat_hainah_aug14.wav,3
user37,Sang_Lene_Chalu_Humro_aug8.wav,3
user37,JOJOLAPA_aug3.wav,3
user37,Maya_Vanda_thulo_jaat_hainah_aug18.wav,3
user37,Sang_Lene_Chalu_Humro_aug15.wav,3
user37,Maya_Vanda_thulo_jaat_hainah_aug9.wav,3
user37,Thorang_Tama_aug9.wav,3
user37,Thorang_Tama_aug16.wav,5
user37,OH_MAICHA_aug11.wav,3
user37,Jigu_Baisha_aug19.wav,4
user37,Sirsaya_Hegu_Original_aug15.wav,4
user38,Aappa_Aamma_aug0.wav,4
user38,Sang_Lene_Chalu_Humro_aug17.wav,4
user38,OH_MAICHA_aug9.wav,5
user38,Thorang_Tama_aug15.wav,4
user38,Sirsaya_Hegu_Original_aug18.wav,5
user38,Jehne_Kisori_Mori_Tehne_Kisore_aug3.wav,4
user39,Gade_Jeba_Jhame_aug8.wav,4
user39,Digum_jorshi_tamang_song_aug9.wav,3
user39,Maya_Vanda_thulo_jaat_hainah_aug3.wav,4
user39,Maya_Vanda_thulo_jaat_hainah_aug1.wav,4
user39,Aappa_Aamma_aug1.wav,5
user39,Aila_Luwaya_aug9.wav,3
user39,New_Tamang_Selo_Song_aug6.wav,3
user39,Sirsaya_Hegu_Original_aug8.wav,4
user39,Aappa_Aamma_aug15.wav,5
user39,New_Tamang_Selo_Song_aug17.wav,5
user39,Digum_jorshi_tamang_song_aug11.wav,4
user39,JOJOLAPA_aug12.wav,4
user39,Aila_Luwaya_aug4.wav,3
user40,New_Tamang_Selo_Song_aug6.wav,3
user40,JOJOLAPA_aug10.wav,4
user40,JOJOLAPA_aug0.wav,3
user40,Thorang_Tama_aug1.wav,3
user40,JOJOLAPA_aug14.wav,4
user40,Thorang_Tama_aug19.wav,3
user40,OH_MAICHA_aug0.wav,4
user40,Thorang_Tama_aug12.wav,4
user40,OH_MAICHA_aug15.wav,4
user40,Jigu_Baisha_aug9.wav,4
user40,Aappa_Aamma_aug9.wav,5
user40,Thorang_Tama_aug18.wav,3
user40,Jigu_Baisha_aug5.wav,5
user40,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug8.wav,4
user41,Hamar_Manak_gaam_me_aug17.wav,3
user41,Jigu_Baisha_aug9.wav,3
user41,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug17.wav,3
user41,Sirsaya_Hegu_Original_aug10.wav,4
user41,Hamar_Manak_gaam_me_aug15.wav,5
user41,Jehne_Kisori_Mori_Tehne_Kisore_aug3.wav,4
user41,Aappa_Aamma_aug8.wav,5
user41,New_Tamang_Selo_Song_aug11.wav,4
user41,Aappa_Aamma_aug13.wav,3
user41,Aananda_aug0.wav,5
user41,JOJOLAPA_aug19.wav,3
user41,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug18.wav,4
user42,New_Tamang_Selo_Song_aug16.wav,4
user42,Aila_Luwaya_aug9.wav,5
user42,Aananda_aug3.wav,3
user42,Jehne_Kisori_Mori_Tehne_Kisore_aug17.wav,3
user42,OH_MAICHA_aug15.wav,3
user43,Mohi_Lelkhin_Sajni_Mor_Manwa_aug16.wav,4
user43,Jigu_Baisha_aug7.wav,4
user43,JOJOLAPA_aug2.wav,3
user43,Jigu_Baisha_aug13.wav,3
user43,Aila_Luwaya_aug12.wav,3
user43,Aananda_aug19.wav,3
user43,Maya_Vanda_thulo_jaat_hainah_aug4.wav,4
user43,Sang_Lene_Chalu_Humro_aug19.wav,4
user43,Sirsaya_Hegu_Original_aug19.wav,3
user44,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug8.wav,5
user44,Gade_Jeba_Jhame_aug9.wav,3
user44,Aananda_aug9.wav,4
user44,JOJOLAPA_aug7.wav,3
user44,Sang_Lene_Chalu_Humro_aug3.wav,3
user44,Hamar_Manak_gaam_me_aug2.wav,3
user44,Jehne_Kisori_Mori_Tehne_Kisore_aug7.wav,4
user44,Aananda_aug17.wav,4
user44,Thorang_Tama_aug3.wav,4
user45,Mohi_Lelkhin_Sajni_Mor_Manwa_aug19.wav,4
user45,New_Tamang_Selo_Song_aug10.wav,5
user45,Sang_Lene_Chalu_Humro_aug14.wav,5
user45,Maya_Vanda_thulo_jaat_hainah_aug3.wav,5
user45,Jehne_Kisori_Mori_Tehne_Kisore_aug1.wav,4
user46,Mohi_Lelkhin_Sajni_Mor_Manwa_aug9.wav,4
user46,Thorang_Tama_aug0.wav,3
user46,Aananda_aug4.wav,3
user46,New_Tamang_Selo_Song_aug18.wav,5
user46,Maya_Vanda_thulo_jaat_hainah_aug8.wav,3
user46,Hamar_Manak_gaam_me_aug19.wav,5
user46,Digum_jorshi_tamang_song_aug6.wav,5
user47,Jehne_Kisori_Mori_Tehne_Kisore_aug1.wav,3
user47,Aappa_Aamma_aug8.wav,5
user47,Jehne_Kisori_Mori_Tehne_Kisore_aug5.wav,5
user47,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug0.wav,5
user47,Thorang_Tama_aug7.wav,4
user47,Aappa_Aamma_aug4.wav,3
user47,Gade_Jeba_Jhame_aug1.wav,5
user47,Maya_Vanda_thulo_jaat_hainah_aug7.wav,4
user47,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug15.wav,3
user47,New_Tamang_Selo_Song_aug6.wav,4
user47,Gade_Jeba_Jhame_aug13.wav,3
user47,JOJOLAPA_aug12.wav,3
user48,Aila_Luwaya_aug6.wav,4
user48,Thorang_Tama_aug10.wav,4
user48,Aappa_Aamma_aug0.wav,5
user48,Aananda_aug12.wav,5
user48,Digum_jorshi_tamang_song_aug13.wav,3
user48,Jehne_Kisori_Mori_Tehne_Kisore_aug10.wav,5
user48,Hamar_Manak_gaam_me_aug3.wav,3
user48,Maya_Vanda_thulo_jaat_hainah_aug1.wav,5
user49,Sirsaya_Hegu_Original_aug3.wav,4
user49,Digum_jorshi_tamang_song_aug6.wav,3
user49,Jehne_Kisori_Mori_Tehne_Kisore_aug6.wav,3
user49,JOJOLAPA_aug13.wav,5
user49,Jigu_Baisha_aug19.wav,4
user49,OH_MAICHA_aug9.wav,3
user49,JOJOLAPA_aug6.wav,3
user49,Mohi_Lelkhin_Sajni_Mor_Manwa_aug13.wav,5
user49,Aananda_aug7.wav,4
user49,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug4.wav,5
user49,Aananda_aug17.wav,3
user49,Aappa_Aamma_aug12.wav,4
user49,Thorang_Tama_aug13.wav,5
user50,Sang_Lene_Chalu_Humro_aug19.wav,5
user50,JOJOLAPA_aug15.wav,4
user50,Thorang_Tama_aug19.wav,5
user50,Aaju_Mithila_Nagariya_Nihal_Sakhiya_aug17.wav,5
user50,Aappa_Aamma_aug18.wav,4
user50,Mohi_Lelkhin_Sajni_Mor_Manwa_aug12.wav,4
user50,Sirsaya_Hegu_Original_aug2.wav,3
